text,labels
yeniden temiz bir sayfa açalımtürkiye halkı af ı geçmiş adalet adalet değ görevleriniz hayırlı olsun,Favor
binlerce yorum var hepsi senden nefret ediyor hiç yorumları okumuyor musun kime hizmet ediyor sun amacın nedir,Against
kaldıralım engelleri hepberaber,Favor
yedek bekçilerden alim olsun sayin bakanim,Neutral
duyun sesimizi bin belediye şirket işçisi kadro bekliyor belediye şirket işçilerini de kapsayacak bir düzenleme kadro istiyoruz iş güvencesi yok özlük haklar yok yok yok yok bit kadro değildir taşerona kadro verilmedi,Against
nasıl başladığı değil nasıl bittiği önemli yine tükürdüğümüzü yaladık,Against
başkanım ben ertuğrul yıldız sgk kurumunda hakkaspı adaletsizlikler var yıllarında yatırdıgım pirimlerim silindi akibeti bellisiz kanunun verdigi mahkeme kararını kabul etmeyip emekliligimi ret ettiker size ulaşamıyorum hakkımı istiyorum adalet istiyorum başkanım,Against
siz busunuz işte bir meclis üyesi kazanmış ne mutlu parti ayrımsız,Favor
allah yolunuzu açık etsin dualarda siniz,Favor
dönem pomem ilani ne zaman olacak bakanım kadın polis alımı olacaktı ilan çıksın lutfen müjdeli haber bekliyoruz sizden,Favor
başkanım evdeyiz ücretsiz kitap istiyoruz,Neutral
bir açıklama bekliyoruz zorunlu hizmet affı bekliyor,Neutral
verin önerge çalışın hükümetle samimiyetle çözün hükumetle en azından bi işe yaradılar denilsin ne güne muhalefetsiniz bo yapmayın boşu boşun mı seçti bu millet sizin millet vekillerinizi köstek olmayın her bi şeye siz doğruysanız doğru yapın başkasının hatası kendine,Against
efendim sayılı ohalkhk ile birçok mahkum çıktı ama bizi vatanhainleri ile bir tutmuşsunuz gibi bir algı oluşuyor,Against
milletin sevincine gölge düşürme bre,Neutral
gıdamühe atamamüjdesi,Favor
fizyoterapistlerin fizyoterapi programını planlama yetkisinin olmaması akla mantığa aykırıdır,Against
zinvar gümüşhane,Neutral
salgın döneminde hayatını kaybeden sağlık çalışanlarımızın kadrolarına göre malülümeslek hastalığı statülerinin hızla sonuçlandırılması sağlanacak,Neutral
sayın başbakan istiyoruz belki haberiniz yok bin mezun var,Against
herkes konuşur ak yapar,Favor
bin kadrolukatama istiyoruuuz,Neutral
oy kullanmak güzel lakin hala halk akpnin alternatifi olarak bizi görmemekte buna sebeb olan irlandalılardan kurtulalım,Against
chp den tek bir farkınızı söyleyebilirmisiniz yazık,Against
sözleşmeli atamadan kadroya geçen öğretmenlere ocak yarıyıl tatilinde anayasal hakları olan eş durumu verilmeli aile birliklerinin sağlanmasını bekliyoruz,Neutral
ın hayrınada bişeyler çta park karın doyurmuyor,Against
hayır orospu çocuğu pkkya kimyasal kullanılsa ne olur,Against
ezelden ebede ilk günkü aşkla,Favor
verilen sözler tutulsun,Against
ya biz size nasıl teşekkür edelim,Favor
evli millet vekili bayani teslim etdi bu millet chp ye baykal o emaneti yıllarca sıkti şimdi ülkeyimi teslim edelim size,Against
ne siyaseti bunlar şaklaban melih başkan kukla bunlar batinin kuklasi,Against
geleceğimizi ertelemekten biktik hakkimiz olani istiyoruzn,Against
kredi durdurulmuş vaziyette dar gelirli icin acilsin istiyoruz saygılar sunuyorum,Neutral
sayısı sadece olan bir avuç engelli öğretmen öğrencilerine kavuşmak istiyor,Neutral
klavuz bekliyoruz çok vakit kaybedilmeden klavuz yayınlansın yolumuzu çizelim bakanım,Neutral
rabbim sabır versin,Favor
sayın cumhurbaşkanım yapı laboratuvarıda yapıdenetimler gibi mal müdürlüğünden hakediş yaparak ödemelerini almaları konusunda standart gelmelidir yapıdenetimler ödemelerini yapmamakta ve mağduriyet oluşmaktadır,Neutral
olup bitenleri milletimiz görüyorchp ülkemizin ne değeri var ise onları hep gür şekilde korumaya devam etmelidirülketoplum faşizmi kabul etmedi etmeyecektirtoplum sokak zihniyetini magandalarını tanıyor haddlerinde her daim bildirir,Favor
bu konuyu da değerlendirmesini rica ederiz,Neutral
senin sayende bu ülkede yaşayacak yurdumuzda kalmayacak ülkemizde kalmayacak emperyalist sistemin istediği ne varsa onu yapıyorsun yaptığın şey çok ayıp sırf erdoğan gitsin diye vatandaşa yaptığın şeyler o kadar büyük ki allah seni affeder mi bilemem,Against
bizim polisimizin dünyada eşi benzeri yok bu milletin bağrından kopan anadolunun öz evlatları iyiki varsınız,Favor
kamuda çözümlenmesi gereken elzem konuların başında üniversite mezunu işçiler gelmektedir kadromuz varsadece statü değişikliği ile memurluğa geçirilmeyi bekliyoruz sayın kamuda çalışan üniversite mezunu işçiler hakkında atılan adımlar ne zaman tamamlanacak,Neutral
sayın başkan arnavut köydeki yüksek gerilim ler ne zaman kalkacak inşaallah,Neutral
bir olduk müjde bekliyoruz size güveniyoruz,Favor
beraber yürüdük biz bu yollarda diyordu işte o yol,Neutral
reis her gittiğin yolların açık olsun allah bilencin daima seninle olsun dualarımız seninle gururumuzsun,Favor
bu alkis tutar,Favor
inşallah çek yasasında da değişiklik yapıp bu zulmü ortadan kaldırdığınızı da tez vakitte görürüz bakanım,Favor
sayın cumhurbaşkanım cezaevleri senden haber bekliyor,Neutral
sayın bakanım aşçılar onbin atama müjdesi bekliyor,Neutral
gel sana devlet baba müjde versin,Favor
ben bugüne kadar hiç ak partiye oy vermedim ama bundan sonra oyum sana reisim neden mi çünkü bu milleti hak ettiği şekilde yöneten ve yönetecek tek kişi sensin o kadar iyi yapıyorsun ki her zam haberinde içimin yağları eriyor allah başımızdan eksik etmesin,Against
lgbtini de al git chp nin yüz karasıkasetle yata yata geldin oku kırdınız utanmazlar yaziklar olsun derhal istifa edin,Against
senin kredin batsin,Against
istifa,Against
ile bağımız kamu işi yaptığımız kamu personeli olduğumuz kabul edilsin,Neutral
ek bin öğretmen ataması istiyoruz,Neutral
emeği geçen herkesi tebrik ederiz,Favor
emekliyim ve sonda takılarak hayatimi devam ettiriyorum receteme bugün ödediğim fark tl siz olsanız nasıl iyi yaşam planlarınız saygılar,Against
bizlerde dua ediyoruz sayin basbakanim rabbim yolunu acik etsin sana beddua edenin basina cevirsin,Favor
habersizce yoklama kaçaği ve bakaya durumuna düştük biz bilerek ve isteyerek bu hakkimizi kaybetmedik milli savunma bakanliğinin bu konuda çalişma yapmasini bizlerin mağduriyetini gidermesini istiyoruz,Against
siz görmekduymak istemiyorsunuz çok şükürbiz görüyor ve duyuyoruz,Against
inşallah mutlu insanların yaşadıgı hür demokratik ve modern bir ülke olma yolunda ilerleriz sizinle yolunuz açık olsun,Favor
tüylerim diken diken oldu gurur duydum allah razı olsun hazırlayanlardan,Favor
geçiş kaç dolar,Neutral
bakanlığı içişleri bakanlığı,Neutral
reisim bu isinde ustesinden gelir hic suphemiz yoktur olaninda akli yoktur,Favor
lutfen bedelli askerlik ciksin art,Neutral
her zaman yanında olacağız kimse bize unutturamaz,Favor
dördüncü yılımızı tamamladık bizim de hakkımız yer değişikliği,Neutral
mebin ağustos eylül tarihleri arasındaki üç haftalık süreçte öğretmenler için ne tür planlamaları var acaba,Neutral
su terorist cenazesine giden picleri de unutma vekil efendi,Against
bence de çalışmadıkları yerden geldiçünkü her türlü alçaklığın yapılabileceğini düşünmüşlerdir debu kadarını onlarda böyle de olsa hepiniz birlikte tarihin çöplüğünde yerinizi alacaksınız,Against
abdnin taliban ile vardığı anlaşmanın uygulanması gündemde ve görünen o ki türk hükümeti özellikle türk dışişleri bakanlığı amerika birleşik devletleri tarafından bu konudaki rolünü oynamaya davet edilmiş durumda,Neutral
amin inşallah cūneyt baba milli degerlerine sahip çıkan yūcelten taviz vermeyen hem sananatını hem insanlıgıyla yaşatan fikri dūşūncesi gūzel bir baş aktör örnegi sergilemiştir merhuma allahtan rahmet yakınlarına aziz milletimize baş saglıgı diliyorum,Favor
anadolunun te şap hastalığından aşılı arı bölge olması için nveterinerhekim n,Neutral
yürü be koçumm,Favor
cumhurbaşkanı na pkk yıda devamlı lanetler,Neutral
pinokyo kemalll istifaaaaa,Against
sayın cumhurbaşkanım ben bir kürt olarak soruyorum bu pkk bizim topraklarda yani dogu ve guney doguda bu çözüm sürecini altınd,Neutral
yurtdışında getirdiginiz form doldurma işlemini lütfen kaldırın inanılmaz eziyet çekiyoruz kolaylaştırin zorlaştırmayın,Against
ayrimsiz kadro dediniz belediyelerlebakanliklarda çalişan taşeronlari ayirdiniz bakanliklarda çalişan taşeronlara d daimi işçi kadrosu verdiniz belediyelerde çalişan taşeronlara belediye şirketlerini layik gördünüz şimdi sandikta ayrim yapma sirasi bin belediye çalişaninda,Against
önce kendi ulkene istikrar ve adalet getir,Against
dinler arası diyalog dinler arası hoşgörü kulağa hem hoş geliyor hem de çok tanıdık,Favor
şanlıurfa gençliğinin gözleri parlıyordu reisiyle sohpet ederken rabbim ömrüne ömür ihsan eylesin canımız cumhurbaşkanımız amin,Favor
gecmis olsun baskanim,Favor
girdiği bütün seçimleri kazandı bütün ülkücüleri bir çatı altında topladı tabiiki mola vemeyin,Favor
bin atama olsun lütfen inanıyoruz bin atama bizim olacak,Favor
millet aşişdemokrasi ve adalet istiyor sn cumhurbaşkanı,Neutral
millet kafayı yedi hadi,Against
bu yıl şartı ile nasıl çocuk yapabiliriz ki sayın cumhurbaşkanım,Against
hayırlı olsun yolunuz açık allah yar ve yardımcınız olsun,Favor
başarılı olduğumuz sınav sonucunda atamalarımız yapılmalıdır,Neutral
emeklinin asgari ücretlinin işini çözmeden anadoluya falan gelmeyin,Against
hayırlı kandiller reis,Favor
chp aynı atmosferi paylaşıyoruz ya zihniyet zulüm başladi diyen,Against
takip edebilirsiniz,Neutral
birgunde fabrika acın yahu her yere cami diktiniz bizde sizin kadar muslumaniz da yeterince cami var insanlara artık ekonomi olarak herkes dar boğaz da zamlarin altında eziliyor enflasyon almış başını gitmiş yolköprü degil fabrika acın,Against
alçakça ikiyüzlülüğünüze ne demeli by kemal,Against
harikasüper,Favor
gasp edilen işimi bm özürlü hak söz maddesi göreviniz gereği iade yapmadınız tc devleti sözleşmeyi neden imzaladi,Against
yürü bay kemal yanındayız,Favor
sehıt kanıyla sulanmaya devam dımı,Against
o zaman vecd ile bin secde eder varsa taşım her cerihamda ilahi boşanıp kanlı yaşım fışkırır ruhi mücerred gibi yerden naşım o zaman yükselerek arşa değer belki başım,Favor
uzman çavuşlar kadro bekliyor,Neutral
sayın cumhurbaşkanı krediler herkes kendi arasında paylaşıyorlar kimse bısey göstermiyorlar sizden ricam bunu üzerinde durun calısani müdürler yüzdelik alarak kendi aralarında paylaşım yapıyorlar,Against
sayın başkan çıraklık sigortasını sayılmasın istiyoruz biz çocuk yaşta çalışmaya başladık bize bu kartı devlet verdi bu gün geçersiz diyor doktora avukata var ama işçiye yok bu adaletsizliğin giderilmesini talep ediyoruz,Against
yüzsüzler ordusu,Against
gözü yaşlı annelerimiz ve öğretmenlerimiz bayram öncesi ek atama müjdesini hak ediyor,Favor
adam değilsinki seni muhattap alsinlar sexx kasedinden koltuğa oturmuş kansiz adi bir yaratiksin zaten ortada chp diye partide yok,Against
sayın başkanım arkanızdan yürüyen dava insanları gönüllülerin yeter dualarıyla iyi ki varsınız sizi makam mevki isteyenlerden fitne fesatlardan rabbim korusun,Favor
tarım tüm dünyada stratejik olarak en önemli sektör ülkenin genc ziraat mühendisleri bu ülkenin tarımını kalkındırmak için hazır siz onların fikirlerini almaya hazır mısınız n n sizlerden gelecek müjdeli haberi bekliyoruz,Favor
biraz toplumu ilgilendiren konuları da dile getirmelisin başbakanın konuşmaları sana benzememeli,Against
sizi coşkuyla bekliyoruz ılar sevgiler,Favor
sizinde kurban bayramınız mubarel olsun sayın cumhur başkanimiz,Favor
hı hı aynen araba kapının önünde depoda full dolu hazırlanıyoruz ailecek tatile çıkcaz,Against
durmak yok yola devam inşallah,Favor
son yılda kişi başı gelirde büyüme ortalaması lere vuruyor yılı da eklendiğinde bundan da bahsedin lütfen,Neutral
kitleri unutmayın başkomutanımiz,Neutral
rusya neden durdurdu sebeb nedir,Neutral
ayana sağlık sn devlet bahç içide yatsin ertuğrul gazi efendimiz,Favor
avm ler kapatılsın,Neutral
sayın devlet büyüklerimiz bizler sizden gelecek mutlu müjdeyi beklemekteyiz kpss personel alımı kpss olmadan müjde,Neutral
zorunlu sigorta soygunu,Against
olma böyle şey bunu yapan cezalandırılsın,Against
iyi calmalar,Against
aileleri ne gusel parçalıyorsunuz,Against
ankarayı kan gölüne çeviren işid militanın bacısı kürt güçlerinin koynundaymış,Against
yüce rabbim tüm emniyete güçlerimize yar ve yardımcısı olsun inşallah amin ecmain,Favor
hayallerimizi gerçekleştirmek için atama istiyoruz,Favor
uzaya erişmekuzay araçlarınıuydularımızıuzay madenciliğiniuzay araştırmalarını ilerletmek istiyorsaksavunma sanayinde güçlenmek istiyorsak yerli roket üre,Favor
çok güzel olmuş klip,Favor
bunun aciklamasini bekliyoruz,Neutral
yiğit adam sen yürü millet yürüsün sen yürü dava yürüsün herzaman yanındayız,Favor
chp yi atatürkün kurduğu parti ilkelerinden ülkülerinden ihanetle ele geçirdiğiniz chp yi hdp nin partisi haline getirdiniz sizler atatürkün gençliğe hitabede kendi elleri ile yazdığı gibi ihanet eden içindekiler olarak partiyi bölücülerin partisi yaptınız yazıklar olsun oy yok,Against
türk milliyetçisi misiniz arap sempatizanı mı belli değil arap sempatizanı daha çok uyuyor arapların türk milletini arkadan vurduğu gibi sizde halkınıza verdiğiniz sözleri tutmayarak yine türk milletini arkadan vurdunuz,Against
heyacan ve gurur tablosu togg,Favor
size tavsiyem seçime kadar hiç konuşmasanız puan fazla alırsınız,Against
iblis dindar sözlerle ayartırallah ile kandırır ta kionlar iblise uyup onun sözünü dinledikleri için cehennemden kovulurlar,Against
sayin cumhurbaskanim sizi yakindan gormek istiyorum lutfen,Favor
sabah bulamadığı için kahvaltı yapamayan bir aile ya da şahıs varsa bize de bildirirseniz seviniriz yardımcı oluruz ben buna inanmıyorum,Favor
helal olsun sizlere helal olsun,Favor
eski bakan hem uzmanlikta sürenin yıla düşeceğini hem de yılını geçen ve uzmanlığını almış olanlarin yıl beklemeden başöğretmenliğine başvuru yapacağını hatta çalışmaların bittiğini söylemiş ordu milletvekili olan mahmut özer bekliyoruz,Neutral
sayın bakanım ve yetkililer koruma memuru alımları hakkında gençler olarak haber bekliyoruz unutmayın bizleri,Neutral
türk milletinin akıncıları,Favor
af verin artik,Against
peki bu sonuçlananlardan başka bugün kaç test yapıldı,Neutral
konuşana bak türkiye yi attiği imza ile yil faiz ödemeye halkin vergilerini imf ye peşkeş çeken imfkolik imf nin uşağı kuklası öztırlak chp bitiyor bu son çırpınışlarınız yerlerde sürünüp hdp nin kapısına koşup orada milletvekili olmak için yalvarın,Against
sokayım abdye de o ülkelere de bizim khkları askıya alacak mahkememi kalmayacak yakındao konuda ne yapabiliriz vakit az,Against
hedef büyük güçlü türkiye,Favor
kamudavasindan onbinlerce suçsuz,Neutral
arşiv affetmez ve maddeler özellikle,Neutral
yüzüklerin efendisindeki gollum gibisin rtenin yüzüğünü arayıp dururken yorulmak bilmiyorsun,Against
başgan sen dışarda gördüklerine değilde parti içindeki olan biten ayıbı bitirmeye söz versen kelimede onlara dair sö olanlara körsağır numarası yapmasanız,Against
